,dates,heads,topic_rep
0,2018-04-01,US-led strike kills 18 civilians in Syria's Raqa: monitor,0.992519736
1,2017-09-28,Saudi-led air strikes kill nine in Yemen,0.991441488
2,2018-02-20,"At least 30, including civilians, killed in Yemen air raids",0.987974703
3,2018-04-18,US-backed forces take Raqa hospital from IS,0.975412548
4,2018-03-02,US-backed Syrian force seizes Raqa Old City,0.970615387
5,2018-04-24,65 bodies of civilians found in Syrian town taken from IS,0.9651877879999999
6,2017-10-08,"Syria war has killed more than 350,000 in 7 years: monitor",0.94470191
7,2017-10-11,"Turkish-led assault on Syria's Afrin displaced 30,000 in a day",0.931096315
8,2017-08-14,31 killed in Baghdad twin suicide blast: officials,0.930846691
9,2018-03-04,400 killed in Boko Haram attacks since April: Amnesty,0.9302371140000001
10,2018-02-21,Saudi security forces display military might ahead of Haj,0.929858506
11,2018-01-16,"Syria war has claimed more than 330,000 lives since 2011: monitor",0.923137546
12,2017-10-23,"Nine soldiers, five militants killed in attack on elite Yemeni force
",0.918953896
13,2017-10-14,Rebel rocket fire kills 29 in Damascus suburb: Syrian state TV,0.8992557529999999
14,2018-02-20,Dozens ‘dead’  in US-led  strikes in Raqa,0.899082065
15,2018-05-14,"Mass graves found in Iraq, could contain up to 400 bodies",0.899051845
16,2017-10-28,"Air raid kills 16 near Yemen port of Hodeida
",0.897475958
17,2018-01-17,"IS stronghold in Raqqa 'liberated', says SDF",0.89221251
18,2018-02-05,Attackers kill 50 villagers in Afghanistan,0.874628484
19,2018-02-14,Fire destroys buildings in Saudi Unesco heritage site,0.8706160190000001
20,2018-01-03,"Man blows himself up in Damascus after car chase, kills 18",0.865354359
21,2018-05-13,"Artillery fire, Russian airstrikes on displacement camps kill at least 26 in Syria",0.86341846
22,2018-04-12,Civilians start pouring out of Raqa,0.8627521990000001
23,2018-01-19,Saudi airstrike in Yemen leaves 20 civilians dead,0.861127615
24,2018-03-25,US-led strikes killed 84 civilians near Syria's Raqqa in March: HRW,0.858660877
25,2017-11-04,"Six killed in Herat blast in western Afghanistan
",0.849327087
26,2018-03-16,Yemen soldier kills Al-Qaeda detainees to avenge his father's murder,0.8485686179999999
27,2018-05-22,At least 50 dead in Nigeria mosque bombing during early morning prayers: police,0.845832288
28,2017-08-11,Saleh’s nephew resurfaces after six weeks,0.8437390920000001
29,2018-05-11,Millions attend Arbaeen commemoration in Karbala,0.843194723
30,2017-10-19,"Turkey claims full control of Afrin
",0.838831365
31,2018-04-15,IS on verge of defeat in its Syrian bastion,0.835938215
32,2017-07-16,Air strike by Saudi-led coalition kills 10 women in Yemen,0.8317769770000001
33,2018-03-03,"‘Armed resistance from women, children’ in Marawi",0.83174479
34,2018-01-06,IS fights fiercely in shrinking  Iraqi and Syrian strongholds,0.8246515390000001
35,2018-02-02,Nine family members killed in Yemen air strike,0.823123574
36,2017-12-14,"In pictures: Muslims across the world welcome holy month of Ramazan
",0.82259357
37,2017-08-07,At least 25 killed in Syria car bombing,0.82184571
38,2018-04-16,Philippine troops kill IS leader during battle to reclaim Marawi,0.820844173
39,2017-10-11,Syria regime controls 70 percent of Ghouta enclave: monitor,0.819203913
40,2018-02-21,Yemenis pour out in support for former president Saleh,0.813967764
41,2017-08-27,Deadly clashes in Aden as separatists fight govt forces,0.812219977
42,2017-08-29,14 soldiers killed in Yemen suicide attack: army official,0.812156856
43,2017-09-12,"Wounded IS chief alive in Syria, says Iraqi official",0.810988963
44,2017-08-10,"Air strikes in north Yemen kill at least 14: witnesses, rebels",0.810577035
45,2017-07-20,US drone strike kills Qaeda propaganda chief in Yemen,0.8104606870000001
46,2017-09-04,Seven feared dead in air raid on police building in Yemen,0.807836652
47,2018-04-18,IS loses emblematic Syria stronghold Raqa,0.807183683
48,2017-12-09,"Syria fight against IS in Damascus stalls, dozens dead: monitor
",0.8056699629999999
49,2018-01-11,Iraqi PM declares victory over IS in Mosul,0.805195212
50,2018-03-30,"Losing Syria bastion, IS lashes out behind front lines",0.804997265
51,2018-05-30,"801 civilians killed in US-led coalition airstrikes against IS in Iraq, Syria: Pentagon",0.804464042
52,2017-09-30,Turkish air strikes kill 36 pro-Syrian govt fighters in Afrin,0.80267328
53,2018-03-14,74 killed in IS attack in southern Iraq,0.800348222
54,2018-05-19,IS routed from its last Iraqi base,0.800151348
55,2017-07-17,Saudis intercept Yemen rebel missile targeting royal palace,0.798113585
56,2018-04-07,Drone kills five Al Qaeda suspects,0.79785639
57,2017-11-06,"16 dead in attack at funeral of anti-IS fighters in Iraq
",0.793488145
58,2018-02-01,Thousands in Afghanistan protest mosque attack,0.7907831670000001
59,2018-03-20,US-backed Syrian forces seize '90pc' of Raqqa from IS,0.7887902259999999
60,2018-01-29,"Clashes near Yemen's Mokha kill over 40 troops, rebels",0.788746595
61,2017-08-26,Yemeni PM warns of coup as separatists take over govt HQ,0.78707087
62,2017-12-21,"Iranians among 26 pro-govt fighters killed in IS attack in Syria
",0.782860577
63,2017-08-01,Saudi minister ‘resumes work’ after detention,0.779592156
64,2017-08-02,Suicide blast kills 14 in Nigeria mosque,0.777593255
65,2017-10-07,Syrian army gains ground in intensified Ghouta assault,0.777434051
66,2017-07-27,Two Saudi princes released from detention,0.775372803
67,2018-03-31,"Five civilians killed in Yemen air raid, says govt official",0.775240898
68,2018-02-26,"10 killed, 25 injured in car bomb in Baghdad market area",0.775216103
69,2017-07-02,Former Yemeni president Ali Abdullah Saleh killed,0.7747120259999999
70,2018-05-18,Iraqi forces retake the country's last IS-held town,0.773954868
71,2018-04-21,After Raqqa,0.773899615
72,2018-01-10,Iraqi PM declares victory in 'liberated' Mosul,0.773561776
73,2017-07-04,Saleh’s exiled son takes up anti-Huthi cause,0.77054894
74,2018-01-23,"Syrian army, allies retake villages near Raqa from IS",0.7704171540000001
75,2018-03-27,Shias on high alert in Afghanistan fearing attacks ahead of Ashura,0.7701024409999999
76,2017-09-09,100 killed in US-led strikes on pro-Assad fighters,0.766930282
77,2018-02-23,Children among 14 dead in new air strike on Yemen capital,0.765021563
78,2018-01-11,Government forces attack south Syria despite ceasefire: monitor,0.765012205
79,2018-04-07,IS ousts Syrian troops from jihadist bastion,0.763012111
80,2017-11-07,"IS militants attack funeral, kill 25 Iraqi fighters
",0.759403288
81,2018-04-11,US rules out negotiated IS withdrawal from Raqa,0.757061303
82,2018-03-02,Suicide attack on power plant kills 7 in Iraq,0.7558765409999999
83,2017-09-19,Unicef issues blank statement to condemn 'war ON children' in Syria,0.755562603
84,2017-07-28,Syrian forces advance towards last militant stronghold,0.755543768
85,2018-03-29,6 killed as suicide bomber blows up near Shia mosque in Kabul,0.753948152
86,2017-07-04,Yemen leader orders troops to advance on Sanaa as predecessor killed,0.752943695
87,2017-10-07,Syria army bombs splintered Ghouta enclave as bodies pile up,0.752693415
88,2017-10-20,"Suicide attack near Herat mosque kills one; IS claims strike
",0.752531469
89,2018-04-20,Rojda Felat — female commander who led Raqa battle,0.750236273
90,2018-05-08,35 dead as Yemen hostage crisis comes to an end,0.7482779620000001
91,2018-05-20,6 Afghan policemen killed in Taliban attack,0.7481852170000001
92,2018-01-08,10 security troops killed in car bomb attack in Egypt,0.746986389
93,2018-04-15,US-backed force announces 'final phase' of battle for Syria's Raqa,0.746473432
94,2017-09-11,6 dead in militant attack on Indian army base in IHK,0.745862186
95,2018-01-06,"Saudi soldier killed, three wounded  in explosion",0.745820105
96,2017-09-26,Saudi king replaces top commanders in military shake-up,0.745487094
97,2018-05-01,Taliban kill 15 Afghan policemen in separate attacks: officials,0.744573712
98,2018-04-17,IS’s S.E. Asia chief killed in Philippines,0.740785062
99,2017-11-15,"Taliban kill six at police checkpoint, says Afghan official
",0.739117742
100,2017-10-17,"First rebels leave Syria enclave under Russian-brokered deal
",0.737720013
101,2018-05-07,Saudi prince killed in helicopter crash near Yemen border: state TV,0.73709482
102,2017-11-16,"Bride among 20 killed in Saudi-led airstrike that hit wedding: Yemeni officials
",0.737062216
103,2018-02-22,20 killed in attack on Shia mosque in Kabul,0.7365461590000001
104,2018-04-18,Iraqi forces take Sinjar from Kurds,0.7360415459999999
105,2018-04-25,Saudi crown prince promises 'a country of moderate Islam',0.735597849
106,2018-01-17,Philippine leader to expedite bill for self-rule in Muslim region,0.735002637
107,2018-01-02,"Three car bombs hit Damascus, seven people killed",0.7343047859999999
108,2018-01-11,PHOTO ESSAY: THE BATTLE FOR RAQQA,0.7308696509999999
109,2018-02-07,Taliban release 235 civilians held in Afghan village,0.730419278
110,2018-04-21,"At least 60 dead, 45 wounded in two separate attacks on mosques in Afghanistan",0.730366528
111,2018-05-15,Air raids kill 29 civilians in Syria,0.730032206
112,2017-07-26,US air strike kills 13 Shabaab militants,0.728589594
113,2017-12-30,"Militants kill one in attack on interior ministry in Kabul
",0.724795341
114,2018-05-13,SMOKERS’ CORNER: THE NEW SAUDI VISION,0.72475034
115,2018-03-26,Attacks in Afghanistan kill 5 police officers,0.724345386
116,2018-02-11,12 civilians killed in roadside bombing in southern Yemen,0.72363168
117,2017-11-01,"Bangladesh launches billion dollar ‘model’ mosques to counter radicals
",0.7236288190000001
118,2017-07-19,"Over 9,000 people died in Mosul battle with IS militants",0.723497033
119,2017-08-08,20 civilians killed as Syrian troops take on rebel bastions,0.723206937
120,2018-05-29,"IS, Taliban fight for key towns in Nangarhar",0.721321106
121,2017-11-16,"Taliban attacks kill 14 troops, policemen: Afghan officials
",0.7203335759999999
122,2017-12-20,"Syrian army in control of capital after six years
",0.718999445
123,2017-07-02,Militia chief’s arrest ‘dangerous moment’ for Darfur,0.718334138
124,2018-01-03,Taliban kill 13 pro-government fighters in north Afghanistan,0.7161358590000001
125,2017-07-09,Air raids on Yemen rebel training camp claim 26 lives,0.715684474
126,2018-04-30,"Somalia police end night-long siege of hotel, 23 dead",0.715552986
127,2018-05-07,MBS: Reformist crown prince with firm vision,0.714574695
128,2018-05-24,At least eight killed in suicide attack in Afghanistan's Nangarhar province,0.71235317
129,2018-03-30,Anti-IS ‘sheikh sniper’ killed in battle for Iraq’s Hawija,0.711733937
130,2017-10-17,"Saudis plan to erase Brotherhood from school curriculum
",0.709198773
131,2018-01-09,"Mosul victory imminent, says Iraqi army",0.7089917059999999
132,2017-12-25,"Syrian Kurds rally to demand Turkey withdrawal
",0.708750248
133,2017-07-13,Strikes kill 28 Yemen rebels: security sources,0.7074018120000001
134,2018-05-27,Gunmen in Egypt attack ‘carried IS flag’; death toll rises to 305,0.7070552109999999
135,2018-05-07,Six killed as Al Qaeda suspects hit Yemen security in twin suicide attacks,0.7057321670000001
136,2017-12-04,"Taliban pile pressure on Kabul, seize another town
",0.705568731
137,2017-12-04,"Six die in Saudi-led coalition raids on Yemen presidency
",0.704239368
138,2018-04-04,Iraq forces retake IS bastion Hawija,0.7037642
139,2017-10-18,"Syrian rebels quit another stronghold in eastern Ghouta
",0.702513576
140,2018-03-26,Man suspected of mosque attack arrested in Sweden,0.70215106
141,2018-03-09,"Egypt announces discovery of 3,500-year-old tomb in Luxor",0.701754928
142,2017-11-02,"Iraqi army tackles its demons 15 years after Saddam fall
",0.701111197
143,2018-05-25,Suicide attack kills eight in Afghanistan,0.6999805570000001
144,2017-11-25,"Over 60 killed in Nigeria suicide blasts
",0.699911058
145,2018-01-12,Sporadic clashes in Iraq's Mosul after victory declaration,0.6969046590000001
146,2017-09-04,Iraq names 60 most-wanted militants and Baathists,0.69605732
147,2018-01-23,24 killed as car bomb explodes in western Kabul,0.696054339
148,2017-12-19,"IS fighters quit enclave near Damascus
",0.6958181859999999
149,2017-09-17,Battle to free Mosul of IS ‘intellectual terrorism’,0.693619788
150,2017-09-14,Saudi cleric endorses Valentine's Day as 'positive event',0.693183303
151,2017-07-11,Fifth journalist killed in Somalia this year,0.6924712059999999
152,2018-04-15,"Army says battle for Philippine city to end soon, 1,000 dead",0.690964758
153,2018-05-09,US says 'no evidence' of civilian casualties in Afghan operation,0.6882509590000001
154,2017-09-25,Iraqi court sentences 16 women to death for joining IS,0.688173771
155,2018-05-21,Yemen blockade,0.686870575
156,2018-03-16,Hamza bin Laden issues new call to arms against Assad,0.686524868
157,2017-09-18,Syria bombardment kills 80 in rebel enclave; ground assault looms,0.68587923
158,2017-11-21,"Taliban seize Afghan district centre, attack army base
",0.6851425170000001
159,2018-03-01,In pictures: Muslims celebrate Eidul Azha around the world,0.684081495
160,2017-10-26,"Syrian army declares victory as rebels vacate most of Ghouta
",0.683406711
161,2017-09-15,Attacks kill 10 police; two children die in Afghan blast,0.68211782
162,2018-01-11,"Abu Bakr al-Baghdadi, the low-profile boss of militancy world in Middle East",0.678969145
163,2017-10-29,"Reforming Saudi Arabia
",0.67753005
164,2018-02-27,Yemeni officials say ex-president may be under house arrest,0.6770527959999999
165,2017-10-11,Syria conflict rages as war enters eighth year,0.6764116290000001
166,2017-10-06,Food arrives in Syria's battered Eastern Ghouta,0.6751456859999999
167,2018-03-12,"Russian, US-led strikes kill 35 civilians in Syria",0.674919605
168,2017-11-21,"Saudi-led strike 'kills dozens' of Yemen rebels
",0.674122453
169,2018-01-27,"‘Just after we drove away, a shell exploded beside him’",0.6737443209999999
170,2017-11-23,"Syrian govt, rebels reach deal to evacuate fighters form Damascus area
",0.6736926440000001
171,2017-10-31,"Air strikes return to Ghouta after talks sputter; 32 die
",0.6729184990000001
172,2017-12-01,"45 dead as militia, bandits clash in northern Nigeria
",0.672142565
173,2017-09-18,Clashes leave 27 dead as Yemeni troops target Al Qaeda,0.672058642
174,2018-01-27,"7,000 IS affiliates remain in Iraq: officials",0.6716893909999999
175,2018-04-26,11 Afghan troops killed in Taliban attacks,0.67149663
176,2017-11-25,"US-backed alliance launches ‘final’ battle against IS in Syria
",0.6713335509999999
177,2017-12-27,"Fresh bout of heavy fighting in Yemen kills over 150
",0.671070993
178,2018-05-12,Saudi-led strikes hit defence ministry in Yemen capital,0.6709924939999999
179,2017-11-25,"More than 60 killed in twin suicide blasts in northeast Nigeria
",0.669892669
180,2018-03-05,Syria govt behind chemical attack that killed dozens of people: UN investigators,0.669584692
181,2017-09-09,"85,000 displaced in 10 weeks of violence in Yemen: UN",0.669326365
182,2017-10-30,"Douma evacuation suspended after split within rebel group
",0.668900609
183,2018-05-25,At least 235 killed in attack on Egypt mosque during Friday prayers: state media,0.668393433
184,2018-05-29,Saudi prince freed from detention,0.668043256
185,2018-01-13,China's Uighur Muslims struggle under 'police state',0.668040216
186,2017-08-25,"One year after the rebels' defeat, life returns to Syria's war-wrecked Aleppo",0.667747796
187,2018-04-26,Saudi prince vows to turn kingdom into ‘moderate’ state,0.667481244
188,2018-01-15,US claims killing chief of IS in Afghanistan,0.667336106
189,2017-10-22,"Ceremony held to mark completion of Zamzam Well's renovations
",0.6668030620000001
190,2017-08-03,"11 killed, 25 wounded in Kabul suicide attack",0.666454732
191,2017-10-18,"One policeman killed in blast near security convoy in Egypt's Alexandria
",0.666348815
192,2017-09-18,9 abducted civilians found dead in Afghanistan,0.6663217539999999
193,2018-04-15,20 dead as  huge truck bomb rocks Somali capital,0.6659953000000001
194,2017-10-27,"18 killed in Boko Haram attack on Nigerian army base, villages
",0.665675282
195,2018-03-03,Syrian army nearing IS-besieged city,0.664486885
196,2017-07-08,"IS battle may be won, but Iraq faces major challenges",0.6643007989999999
197,2018-04-28,Afghanistan's Shia community under attack as IS seeks to stir up sectarian violence,0.6640146370000001
198,2017-10-20,"Damascus’s ‘leave or die’ tactics force Syrians to flee rebel enclave
",0.6638427379999999
199,2018-01-20,Rebel ambush kills 28 pro-govt fighters near Damascus,0.66136831
200,2017-08-27,At least 11 soldiers killed in attack near Kabul military academy,0.6606342789999999
201,2017-07-31,Coalition strikes leave 23 dead in Yemen,0.660550296
202,2018-03-31,At least 11 dead in Damascus bomb attack: monitor,0.660524309
203,2017-07-08,Iraqi PM declares 'end of war against IS' in Iraq,0.659062088
204,2018-01-23,Hazaras mark anniversary of deadly attack by IS in Kabul,0.6561050420000001
205,2018-03-27,"In shock announcement, Saudi Arabia says women to be allowed to drive",0.6531552079999999
206,2017-09-23,"At least 23 killed in multiple suicide bombings, attacks in Afghanistan",0.6526615020000001
207,2017-07-24,Six dead in suicide attack near Afghan spy agency compound: officials,0.651120484
208,2018-04-02,At least 17 dead as suicide bombings hit Damascus police station,0.650466621
209,2018-05-13,Saudi-led strikes hit Yemeni defence ministry,0.649942636
210,2018-01-27,Yemeni rebel missile shot down near Makkah: Arab coalition,0.649148345
211,2018-05-15,Eight Afghan policemen killed in ‘Taliban attack’,0.647497177
212,2017-09-30,Syria regime retakes quarter of rebel enclave as civilians flee,0.647403121
213,2017-10-12,"40,000 flee Ghouta amid fierce bombardment; 76 killed",0.6467794179999999
214,2017-07-26,At least 40 killed in attack on cultural centre in Kabul,0.646588743
215,2018-02-05,"IS and Taliban 'jointly massacre' 50 people in Afghan village, say officials",0.646116436
216,2018-05-05,Suicide attack kills 9 in Syria's Golan Heights village,0.646066427
217,2017-11-08,"Nigeria marks fourth anniversary of Chibok kidnapping
",0.645001888
218,2018-02-22,Filipino troops recapture main mosque in Marawi,0.644462824
219,2017-12-01,"Gunmen abduct 7 Indians in Afghanistan; blast in Khost province kills 13
",0.644382596
220,2018-04-07,Saudis tackle border spillover from Yemen war,0.6429260370000001
221,2017-11-20,"Taliban kill seven soldiers, deputy governor in Afghanistan
",0.641694009
222,2017-11-16,"S. Arabia working on drone regulation after toy hovers near palace
",0.641353011
223,2018-01-23,Afghan police search for villagers as 30 remain missing after mass kidnap,0.641346693
224,2017-11-06,"15 killed in hours-long gunbattle after Taliban storm Afghan govt compound
",0.640960276
225,2017-07-13,At least 20 IS militants killed in Syria: coalition,0.6408538220000001
226,2017-12-24,"Yemen’s main port in cross hairs of Saudi-led offensive
",0.6406712529999999
227,2017-07-29,18 dead in suicide attack at former governor's funeral in Afghanistan: officials,0.64000386
228,2017-08-12,US launches airstrike after apparent insider attack in Afghanistan,0.63942039
229,2017-10-30,"Saudi-led coalition says missile downed near Yemen border
",0.63939929
230,2018-01-25,26 Afghan soldiers killed in Taliban attack on Kandahar base,0.639202595
231,2018-01-19,Two Afghan policemen killed as Taliban ambush convoy,0.638774097
232,2017-10-22,"Biggest convoy yet evacuates Syria's ruined Ghouta
",0.637138903
233,2017-10-17,"120 killed in Syria as govt, rebels pound populated areas
",0.635341465
234,2017-08-24,Over 30 killed in car bombings at Benghazi mosque,0.634591341
235,2017-10-26,"Teenage girl suicide bombers launch deadly attack in Nigeria
",0.634177029
236,2017-07-25,Suspected Saudi-led coalition airstrike in Yemen kills 25,0.6320740579999999
237,2017-08-12,China's demolition of church likened to 'Taliban-style persecution',0.630074024
238,2018-02-25,Suicide bomber kills 13 in Helmand: Afghan official,0.629429758
239,2018-03-29,"IS chief calls on followers to 'resist their enemies, target media centres of the infidels'",0.629339933
240,2018-05-26,Iran’s supreme leader is the 'new Hitler' of Middle East: Saudi crown prince,0.628955781
241,2017-12-10,"At least 13 dead, 41 hurt as suicide bombers hit Indonesian churches
",0.627993405
242,2018-02-19,Mystery Qatari sheikh pushed into Gulf crisis spotlight,0.627702355
243,2017-08-02,"28 civilians killed in Syria, most in Russian air strikes: monitor",0.627385616
244,2017-11-06,"As divisions grow, role of Yemen’s Hadi in doubt
",0.627323329
245,2017-09-19,8 policemen killed in overnight insurgent attack: Afghan officials,0.626780391
246,2018-04-17,Somali bombing toll hits over 300,0.625052452
247,2018-05-29,Britain's May to visit Saudi Arabia to discuss Yemen war with crown prince,0.6242110129999999
248,2018-03-09,Russian strike kills 34 civilians in Syria,0.62379241
249,2018-04-03,4 Turkish troops killed in attack blamed on Kurd rebels,0.623445094
250,2017-09-19,Nearly 200 dead in Syria enclave as UN warns situation 'out of control',0.62309885
251,2017-12-01,"S. Arabia detains ‘thousands’ for months without trial, says HRW
",0.623014808
252,2017-12-12,"US, Afghanistan launch air strikes as Taliban attack western city
",0.622785926
253,2018-02-26,"War, hunger and now cholera: Yemen’s crisis worsens",0.620495856
254,2018-01-17,"Taliban driven out from district in Afghanistan's Helmand province, says Afghan official",0.620366812
255,2017-12-19,"Taliban issue attack warning, ask Kabul residents to stay away from 'military centres'
",0.6199189420000001
256,2018-02-11,Senior Afghan IS members killed in US air strike,0.6191213729999999
257,2018-02-02,US confirms airstrike killed Al Shabab commander in Somalia,0.619048178
258,2017-07-12,"Saudi, UAE in rare talks with Yemen's Al-Islah party",0.6178950670000001
259,2017-11-22,"Suspected jihadists kill over 30 Tuaregs in Mali
",0.616904855
260,2017-09-23,Ghouta bombing won’t stop as army keeps up pressure,0.616362214
261,2018-02-18,Iraqi forces close in on IS-held town west of Mosul,0.615568817
262,2018-04-28,Egypt police kill 13 'terrorists' in shootout,0.614861369
263,2017-07-10,Afghan forces to launch operation against IS in the north,0.61419487
264,2017-10-03,Strikes hit battered Ghouta as death toll hits 800,0.613586128
265,2017-09-05,S. Arabia says Yemen rebel ballistic missile shot down,0.6134601829999999
266,2018-01-22,"More than 600,000 can contract cholera in Yemen in 2017, warns ICRC",0.6121661660000001
267,2017-09-06,"Despite being at war against rebels, Saudi Arabia continues to send aid to Yemen",0.612056494
268,2017-09-29,Why has Erdogan released genealogy of thousands of Turks?,0.6114537720000001
269,2017-10-15,Turkey vows to expand operation against Kurds in Syria,0.610945642
270,2017-08-28,Turkey presses ahead with Afrin offensive,0.610790789
271,2017-12-29,"Afghan forces mistakenly kill 9, mostly civilians: officials
",0.6102762820000001
272,2017-09-05,Battle over bodies rages quietly in Mosul long after IS defeat,0.609906197
273,2017-10-28,"UN probes reports of 'serious harm to civilians' in Afghan airstrike
",0.60976553
274,2017-10-28,"UN probes reports of 'serious harm to civilians' in Afghan airstrike
",0.609731913
275,2018-02-11,Russia-aided operation eliminates 25 IS militants in Syria,0.608677149
276,2017-08-13,China blows up ‘illegal’ mega-church,0.608425558
277,2017-07-16,IS militants storm Kabul spy training centre,0.6076574920000001
278,2018-02-24,"Iraq recaptures Tal Afar centre, citadel from IS",0.607065439
279,2018-04-02,Behind Saudi Arabia,0.606860459
280,2017-10-20,"Pakistan condemns Houthis’ attacks on Saudi Arabia
",0.605987728
281,2018-02-14,Qatar welcomes Saudi 'political' decision to open border for hajj,0.605959177
282,2017-09-28,Pakistani couple moved out of Ghouta,0.604976654
283,2017-10-06,Civilian suffering worse than ever in 7-year Syria war: UN,0.604580462
284,2018-03-30,Air strikes kill 28 civilians in Syrian safe zone,0.60409826
285,2018-04-30,Saudi promise of ‘moderate Islam’ shifts power,0.602898419
286,2017-09-09,Strikes batter Syrian enclave as UN plea falls on deaf ears,0.602793515
287,2017-11-10,"Syria attack triggered Western action, but on the ground Assad gained
",0.6006799939999999
288,2017-08-20,Turkey and Syria will never allow a Kurdish mini-state,0.599745274
289,2018-04-23,US-backed forces take Syria’s largest oil field from IS,0.599745095
290,2017-07-09,Saudi Arabia lifts decades-long ban on cinemas,0.599442542
291,2017-09-16,19 killed in attacks by three Boko Haram suicide bombers in Nigerian fish market,0.59877336
292,2018-02-28,Over 2 million in attendance as Haj begins,0.59846139
293,2017-08-23,Save the Children suspends operations in Afghanistan after deadly IS attack,0.5974063279999999
294,2018-03-15,Bomber attacks foreign military convoy in Afghanistan: officials,0.597096443
295,2017-09-05,Newly discovered Berlin Wall segment to get protected status,0.596766531
296,2018-03-13,Who is winning the war in Philippine’s Marawi city?,0.596135736
297,2018-01-12,Gunmen kill at least seven abductees in Afghanistan,0.595643818
298,2017-08-06,Party of slain Saleh elects new chief,0.595465899
299,2017-09-11,"Abaya not mandatory attire for Saudi women, says cleric",0.5953843000000001
300,2018-01-31,Suicide bomber attacks Nato convoy in south Afghanistan,0.59477824
301,2017-07-19,Erdogan tells UAE minister to ‘know your place’ over tweet,0.594522595
302,2018-04-24,'No more militants in Marawi': Philippines declares end to 5-month siege,0.593872428
303,2018-01-05,US drone strike kills 4 IS militants,0.593642414
304,2017-09-27,Syrian govt launches assault in Ghouta despite truce,0.592472672
305,2018-01-30,IS claims attack on Iraq embassy in Kabul,0.592109919
306,2018-01-30,"At historic Aleppo hotel, nostalgia for a Syria lost",0.591891766
307,2018-05-28,UAE accuses Qatar of being behind 'war crimes' complaint,0.591476619
308,2018-01-22,Taliban fighters overrun district headquarters: Afghan official,0.591326594
309,2017-11-04,"US air strikes kill IS commander in Afghanistan
",0.590312123
310,2018-02-17,"Iraqi forces begin operation to recapture Tel Afar, says PM",0.59006691
311,2018-05-07,"Saudi Arabia arrests princes, ministers in sweeping purge",0.589424789
312,2018-01-06,How a Hindu temple was renovated by a Muslim and a Sufi shrine revamped by a Sikh in Pakistan,0.58888495
313,2018-05-17,'Terror attacks killed 956 in Pakistan last year',0.587978303
314,2017-10-23,"Pressure mounts on Syrian rebels to quit last holdout in eastern Ghouta
",0.587250352
315,2017-08-04,Kabul suicide attack death toll soars to 20,0.586512625
316,2017-11-02,"40 killed in gas attack near Syrian capital: rescuers, medics
",0.586388886
317,2017-09-05,Syria raids kill nearly 30 as war of words escalates over chlorine use,0.58533287
318,2017-10-12,Thousands flee Syria rebel enclave after month-long bombardment,0.584912241
319,2018-03-02,"When did protest against Assad govt turn to war in Syria?
",0.5848269460000001
320,2017-11-16,"IS accused of beheading trio of brothers in Afghanistan
",0.583874702
321,2017-10-27,"Prisoner or free man? Mystery surrounds Qadhafi's son Seif
",0.583726227
322,2017-11-01,"Top IS commander in Afghanistan killed
",0.581658065
323,2017-09-28,Elderly Pakistani couple evacuated from embattled Ghouta,0.581320524
324,2017-10-15,At least 4 killed in blast near Hekmatyar's rally,0.58110708
325,2018-05-22,Syria ‘de-escalation zone’ sees civilians buried under rubble,0.581090569
326,2018-05-01,Saudi Arabia accuses Iran of blocking Yemen peace efforts,0.580610037
327,2017-12-09,"‘Eleven Iranians’ among dead in Israel strikes on Syria
",0.580527008
328,2017-08-14,Qatari sheikh says he’s under ‘detention’ in UAE,0.580181181
329,2017-08-05,11 Saudi princes arrested after holding protest in royal palace: reports,0.5800271029999999
330,2018-02-05,Kabul claims seizing Pakistani truck carrying explosives,0.579664648
331,2017-09-27,Military shake-up aims at installing 'high energy' people to achieve modernisation targets: MBS,0.579405844
332,2017-07-14,Saudi women will also be allowed to drive motorcycles,0.578615844
333,2018-04-30,A new Saudi Arabia?,0.578023672
334,2017-12-27,"Russian fighters among 35 dead in IS attacks on pro-Assad forces
",0.577597737
335,2018-05-04,IS executed 741 civilians during Mosul battle: UN,0.577270627
336,2018-05-07,Missile from Yemen intercepted near Riyadh airport,0.576859653
337,2017-12-24,"Whether Armenia, Nazis or IS — genocide requires generosity of local people
",0.575934231
338,2017-07-25,Medical evacuations begin from besieged Syria rebel bastion,0.575484574
339,2017-07-01,Motorcycle bomb kills 5 in Jalalabad: Afghan official,0.575239182
340,2018-01-22,"70 villagers kidnapped in Afghanistan, seven killed",0.574436426
341,2018-05-05,"Chaos, absence of leadership best environment to spread ideology: Bin Laden on Arab Spring",0.574252129
342,2018-04-24,Iraq’s Abadi — ‘hero’ who tackled mission impossible,0.573897481
343,2018-05-24,US air strike kills over 100 militants in Somalia,0.572243333
344,2017-08-09,IS cells operate in Kabul under noses of Afghan and US forces,0.572077096
345,2017-09-22,Strikes kill 32 in Ghouta as world fumbles for response,0.57204622
346,2018-05-23,At least 30 killed in farmer-herder violence in Nigeria: police,0.57199043
347,2018-03-05,US forces apologise for 'offensive' leaflets dropped in northern Afghanistan,0.5693216320000001
348,2017-08-21,Crown Prince taking Saudi Arabia into uncharted territory?,0.568971097
349,2018-05-01,"Terror groups like IS, Al Qaeda have no links to Islam: imam of Kaaba",0.56762588
350,2018-01-22,Philippines to extend martial law in south until year end,0.567192018
351,2018-02-17,"Qatar has not approved Haj flights, says Saudi media",0.566518664
