,head,topic_rep,"0.63: Qandeel murder case, sexual harrasment, child abuse reports"
960,"Pressure on external, fiscal accounts to persist: State Bank",0,
961,Massive jump in fresh sovereign guarantees,0,
962,Bank transaction tax fueling cash economy,0,
963,CPEC shifting gears to industrial parks,0,
964,SBP cracks the whip on money changers,0,
965,Reserves fall by $91m,0,
966,Canada seeks more bilateral trade with Pakistan,0,
967,Exports of services increase by 5pc,0,
968,No forward bloc in PML-N: Nisar,0,
969,WHO delegates impressed with security in Pakistan,0,
975,IMF's Lagarde urges leaders to find ways to spread wealth,0,
976,"Japan's Kobe Steel scandal spreads, 500 firms affected",0,
977,South Africa court clears way for Zuma graft prosecution,0,
978,Rescued Canadian-American family leaves Pakistan: officials,0,
980,Pakistan Army describes freeing Canadian-American couple from terrorists,0,
981,Taylor Swift is gearing up to launch her own social media platform,0,
982,Arab standoff looms over Unesco leadership vote,0,
983,Nato chief urges US and Turkey to 'sit down and find solutions',0,
985,Answering the call of the wild: My adventure trip to Chutok in Balochistan,0,
986,"Pakistani, Afghan refugees introduce French town to cricket",0,
987,ISPR should refrain from commenting on state of the economy: interior minister,0,
989,Economist's report marks Karachi as most unsafe city in world,0,
990,Qatar official hits back at criticism over 2022 World Cup,0,
991,China wins International Nautical Competition held at Karachi Harbour,0,
992,More US advisers will help break Afghan war stalemate: Gen Joseph Votel,0,
993,Australia tightens English requirements for foreign students,0,
996,Plot allotted to chief justice puts CDA in a bind,0,
997,Consultancy on Fata reforms a moneymaking affair,0,
998,Military’s view of the economy,0,
1003,"Army is a national institution, says ISPR chief",0,
1004,"British jihadi ‘White Widow’ killed by US drone, says daily",0,
1005,Crises past and present,0,
1006,"Floods and landslides kill 43, leave 34 missing in Vietnam",0,
1007,"Brexit talks deadlock on cash, EU eyes move by December",0,
1008,"S. Korea, China renew $56 bn currency swap deal despite diplomatic tensions",0,
1009,'Death by overwork': occupational hazard for Japan's media,0,
1010,"Policeman killed, 3 others injured in Quetta firing",0,
1012,"Samsung Electronics CEO resigns, even as record profits expected",0,
1013,US pulls out of Unesco over ‘anti-Israel’ bias,0,
1016,"Days after FIFA ban, Hayat faction member announces football event",0,
1017,Bhutta’s late goal helps Pakistan draw 2-2 with Japan,0,
1019,India eyes airport in Lanka near Chinese outpost,0,
1020,India’s top court delays ruling on Rohingya deportation,0,
1021,Uber drivers in London divided over ban threat,0,
1023,A-level students can apply to medical colleges across Pakistan,0,
1024,Is Punjab ready to tackle smog this year?,0,
1025,Unrepaired Chiniot road forcing students to drop out of schools,0,
1026,Girls school in Toba Tek Singh wins international award,0,
1027,Baltistan through my lens,0,
1028,India-Australia T20 series drawn after third match abandoned,0,
1029,Karachi least safe in 60 world cities: report,0,
1030,Italian luxury villa seized in FIFA World Cup bribery case,0,
1031,Starvation claims lives of thousands of penguins,0,
1032,Stocks touch one-year low despite foreign buying,0,
1034,"Trump launches new Iran strategy, leaves nuclear deal hanging",0,
1035,UK army chief acknowledges Pakistan’s role in fight against terrorism,0,
1036,"Fore­ign Office unsure about visits by Mattis, Tillerson to Pakistan",0,
1037,Baghdad launches operation to retake Kirkuk from Kurds,0,
1038,Former French minister elected Unesco chief,0,
1039,Only judges to head new accountability commission,0,
1041,SC to take up plea for open trial of IHC judge facing charges,0,
1043,PSO receivables hit all-time high of Rs302.5bn,0,
1044,UAE for strengthening economic ties with Pakistan,0,
1045,"Seven oil, gas blocks lying dormant: KP",0,
1046,PIA’s annual loss soars to Rs45bn,0,
1047,Shahid Ashraf Tarar appointed World Bank executive director,0,
1048,"China FDI at two-year high as manufacturing, hi-tech boom",0,
1050,Story Time: The treasure hunt,0,
1051,Iranians mock 'ridiculous' Trump speech,0,
1052,"Stranger Things 2 just released its final trailer and honestly, we're terrified",0,
1053,'Democracy has nothing to fear from Pakistan Army': DG ISPR,0,
1054,7 killed in Kenya high school shooting during raid,0,
1055,Ahsan Iqbal responds to ISPR clarification with 'message of hope',0,
1056,Woman named to head sports federation in Saudi Arabia,0,
1057,Catalan talks with Spain 'would aim at independence',0,
1059,Asif Zardari cancels increase in Sindh ministers' salaries,0,
1061,"2 children slain, 3 injured in cross-LoC firing by Indian Army",0,
1063,British curators restore century-old films essential part of early cinema history,0,
1064,"Anil Kapoor and daughter, Sonam will be sharing the big screen for the first time",0,
1066,"PM Abbasi inaugurates first 'dirty cargo' terminal, says democracy necessary for development",0,
1067,Movie review: The Lego Ninjago Movie,0,
1070,Channing Tatum turns superhero for upcoming Marvel movie Gambit,0,
1071,US not to forget Pakistan’s help in rescue operation,0,
1074,Ainak Wala Jinn actress Nusrat Ara Begum passes away,0,
1076,"Kashmir man, suspected to be 'top militant', killed by Indian troops",0,
1078,‘Regulators need to develop global cyber security standards’,0,
1079,"Rumman, Hasan star as SL fumble in run chase",0,
1080,US stance on auto industry sows more doubt about Nafta overhaul,0,
1081,Sri Lanka set to reconsider playing Lahore T20,0,
1082,"Duminy, Johnson, Mathews among foreign players joining 2018 PSL",0,
1083,"Shakib, de Villiers back in ODI spotlight",0,
1084,Karthik recalled for NZ one-dayers,0,
1085,Nadal faces Federer in classic Shanghai decider,0,
1089,Shahbaz for ‘credible’ accountability set-up,0,
1094,Cotton price falls on profit-taking,0,
1095,Cambodian strongman shows power of China’s cash,0,
1096,Indian state revokes order to check Monsanto GM cotton,0,
1097,Military says security linked to economy,0,
1098,"Senior citizens, widows upset about 10pc tax on NSS profits",0,
1101,From poor harvests to a lack of property rights: The struggles of Sindhi rural women,0,
1102,IS on verge of defeat in its Syrian bastion,0,
1103,PTI seeks improvement in existing NAB laws,0,
1105,FPCCI defends army chief’s remarks about economy,0,
1107,"IMF, WB push back against globalisation’s detractors",0,
1108,Zardari stops raise for Sindh legislators,0,
1109,Child kidnapped from Quetta recovered,0,
1110,"Protester, policeman killed in held Kashmir",0,
1111,"CPNE, APNS urged to help protect journalists",0,
1112,Brokers demand Rs20bn fund to revive stock market,0,
1113,Political headwinds pull index down,0,
1114,"IMC to discontinue Corolla XLi, GLi",0,
1115,More developing countries become commodity-dependent,0,
1116,PPP asks Dar to resign,0,
1117,"US, Pakistan to hold frank talks, says interior minister",0,
1119,SPORTS DIARY: Women hockey team training for Asian Challenge Cup,0,
1121,"Coup, revolution and mistrust: Significant moments in Iran-US relations",0,
1122,Ali Xeeshan was the highlight of a solid night of fashion on PLBW Day 1,0,
1123,Terms of re-engagement,0,
1124,CRICKET: STAR-CROSSED CAPTAINCY,0,
1127,King Salman welcomes Trump's firm approach to Iran,0,
1129,"Pakistan, Iran sign MoU for improved border management",0,
1131,Fashion designer Deepak Perwani among new MQM-P members,0,
1137,US-backed force announces 'final phase' of battle for Syria's Raqa,0,
1140,"Army says battle for Philippine city to end soon, 1,000 dead",0,
1141,20 dead as  huge truck bomb rocks Somali capital,0,
1142,Iraqi troops in armed standoff with Kurd forces,0,
1144,"After 883 years, Cistercian monastery to close in Germany",0,
1145,Four die as plane crashes off Ivory Coast,0,
1146,"Austrian voters concerned about immigration, Islam",0,
1147,N. Korea readies missile launch ahead of America-S. Korea drill,0,
1148,Bangladesh top judge accused of corruption,0,
1150,4 FC personnel martyred in Kurram Agency blast,0,
1151,"From cinema hoardings to surrealist art, this man's journey proves some are born to make art",0,
1156,Fierce winds stir deadly California wildfires as teams search for victims,0,
1157,India down Pakistan to top Asia Cup pool,0,
1158,Rupee downslide continues,0,
1159,Establishing stock exchanges for SME financing,0,
1161,The tricky tangle of security and business,0,
1163,Small slice for poor in Pakistan's growing economic pie,0,
1164,Malik urges Pakistan to trust in youth on eve of second ODI,0,
1167,Diplomacy with N. Korea to continue until ‘first bomb drops’: Tillerson,0,
1168,Sharapova wins first WTA title since drugs ban,0,
1169,Federer brushes aside Nadal for Shanghai title,0,
1170,"Rooney rides to Everton’s rescue, Gabbiadini saves Saints",0,
1171,Better team combination earned first ODI win for Pakistan: Sallu,0,
1172,"Tough day for HBL, UBL in Quaid Trophy",0,
1173,China expels former justice minister from party for graft,0,
1174,India to close colonial-era military farms,0,
1175,Green banking gets ready to take off in Pakistan,0,
1177,"De Kock, Amla flay Bangladesh in record-breaking win",0,
1178,Nobel economist Thaler says he’s nervous about stock market,0,
1180,Choosing ‘champions’ in a protectionist world,0,
1181,Islamabad summons New Delhi's envoy to protest against ceasefire violations by Indian forces,0,
1183,Four-nation group on Afghanistan to meet in Muscat today,0,
1187,"Pakistan, Iran vow not to allow use of their soil for terrorism",0,
1188,Uniform cost of gas connections within 5km of new well-heads proposed,0,
1189,No threat to democracy: Ahsan,0,
1190,"In North Korea, entrepreneurs thrive",0,
1191,"Those talking against army are country’s enemies, says Musharraf",0,
1192,World Bank asked to rectify error about loan payable by Pakistan,0,
1193,PIA pilot fined for violating safety rules,0,
1194,Millions across globe still suffer pangs of hunger,0,
1195,A balancing act to keep IMF at bay,0,
1196,Tapping potential for agri trade,0,
1197,Holding the wrong end of the stick,0,
1198,How we can nourish food SMEs,0,
1199,Fertiliser off-take jumps in Kharif,0,
1200,‘Objective analysis’ or ‘an absurdity’? Life as Trump’s top economist,0,
1202,"Fashion designer Deepak Parwani, other notables join MQM-P",0,
1205,"30 killed as wildfires rage in Portugal, Spain",0,
1207,Iraqi forces seize territory from Kurds in independence dispute,0,
1209,Apple slams Qualcomm suit seeking iPhone ban in China,0,
1210,Dar says govt achieved revenue collection targets in first quarter of FY17-18,0,
1212,"Worn down by censors, Iran's Facebook shuts down",0,
1213,Liaquat Ali Khan: The founding father of Pakistan's state policies,0,
1216,Nadeem Nusrat parts ways with Altaf Hussain: reports,0,
1217,PTI chief to appear 'voluntarily' before ECP on Oct 26,0,
1218,"Army chief has right to comment on country's economy, says Abbasi",0,
1219,Suspected US drone strikes near Kurram Agency kill 5,0,
1220,Pakistan elected as member state of UN Human Rights Council,0,
1221,"Constitutional requirement being flouted by delaying NFC Award, says Murad",0,
1222,"Will burn down cinema halls if Padmavati distorts history, 'dishonours' queen: Rajput clan",0,
1223,Philippine troops kill IS leader during battle to reclaim Marawi,0,
1225,ECP suspends 261 lawmakers for non-disclosure of financial statements,0,
1227,PTI to seek govt stance on Khatm-i-Nabuwat,0,
1228,Separate wards to be set up for senior citizens at hospitals,0,
1229,‘JUI-F creating hurdles to Fata-KP merger’,0,
1230,Civil-military squabbling,0,
1232,Sleepless in Modi’s economy,0,
1233,4 best wisecracks from Kumail Nanjiani's SNL debut performance,0,
1235,‘Decapping policy’ blues: Delay in extra funding leaves PEF-backed schools in the lurch,0,
1236,Austrian ‘whizz-kid’ projected to triumph in election,0,
1238,The man Jinnah called his right hand,0,
1239,"Imran backtracks on 100,000 pounds statement, submits new documents to SC",0,
1240,PTI foreign funding case: ECP to scrutinise party finances,0,
1241,Day 2 at PLBW was a very pretty flashback,0,
1242,Why did Chain Aye Na and Salute flop at the box office? The directors explain,0,
1243,"Somalia's 'deadliest attack ever' kills 276, injures 300",0,
1244,Catalan leader's letter doesn't clarify independence status,0,
1246,Austria’s conservative shift opens path to power for far right,0,
1247,Trump hostility set to deepen Iran power struggles,0,
1248,Wildfires kill 34 in Portugal and Spain,0,
1249,Three killed as Storm Ophelia batters Ireland,0,
1250,"EU defends Iran deal despite Trump, appeals to US Congress",0,
1252,Karachi Whites eye first Quaid Trophy win,0,
1253,US court rejects Guantanamo detainee’s appeal,0,
1254,Israel uncovers first public structures from Jerusalem’s Roman period,0,
1255,IS’s S.E. Asia chief killed in Philippines,0,
1256,Afghan forces seize explosives-packed car near Kabul,0,
1257,Somali bombing toll hits over 300,0,
1261,‘N’ trying to make back-door contacts: Zardari,0,
1265,"Scientists witness huge cosmic crash, find origins of gold",0,
1268,Khawaja hits out at Aussie selection policy,0,
1272,Muscat moot breaks the ice on stalled Afghan talks,0,
1273,NA panel approves extension of PHC jurisdiction to Fata,0,
1274,"If Taj Mahal is built by traitors, so is Red Fort, politician tells Modi",0,
1275,Over Rs400bn irregularities found in road projects,0,
1279,No need for IMF at the moment: Dar,0,
1280,‘Better infrastructure to boost trade with Kabul’,0,
1281,Government plans to curb urban migration,0,
1282,Bailout expectations lead to stock market rally,0,
1283,Financing framework for dealing with climate change unveiled,0,
1284,"US, Japan to sort out thorny trade issues",0,
1285,Global steel demand growth to slow next year,0,
1286,Canada to cut small business tax rate to 9pc after backlash,0,
1287,"Spurs tackle Real, City host in-form Napoli",0,
1288,"Amir most challenging bowler I have faced recently, says Kohli",0,
1289,"KDA leased out plazas at throwaway prices, PA told",0,
1290,"Pakistan wants to cooperate in bringing peace to Afghanistan, NSA Janjua tells British envoy",0,
1296,Quetta's Sana Gharshin hopes art and artists will find greater appreciation,0,
1298,Karachi likely to host two PSL matches in 2018,0,
1299,PTI highlights critical 'flaws' in proposed accountability bill,0,
1300,"UN says 582,000 Rohingya have now crossed into Bangladesh",0,
1302,"US drones strikes did not target Pakistani territory, claims Khawaja Asif",0,
1306,"Cocaine is restaurant industry's 'dirty little secret', says superstar chef Gordon Ramsay",0,
1309,"As Xi ascends, will economic reforms finally take off?",0,
1316,3 companies offer to search for Malaysia's missing MH370 plane,0,
1317,Keeping it complex,0,
1318,Turkish saga: defying the courts,0,
1319,US-backed forces take Raqa hospital from IS,0,
1321,Paktia police chief among 32 killed in attacks on Afghan police centre,0,
1322,5 killed in fourth drone strike on Pak-Afghan border,0,
1323,A hospital on strike,0,
1324,Florida declares emergency over white supremacist event,0,
1325,Mawra Hocane just signed Hum TV's latest pre-partition period drama,0,
1326,84 lawmakers barred from entering Punjab Assembly after ECP suspension,0,
1327,Senior separatists detained as Madrid piles pressure on Catalonia,0,
1328,"Misbah, Razzaq welcome SLC decision",0,
1329,Italy to face Sweden in 2018 World Cup playoff,0,
1330,We will play ICC leagues only if India face Pakistan: Sethi,0,
1331,Pakistan offers lowest bid for Iraq’s rice tender,0,
1332,Pakistan face Malaysia in first super four match today,0,
1333,Arthur urges players to maintain momentum,0,
1334,Iraqi forces take Sinjar from Kurds,0,
1335,Unfit Amir named in T20 squad for Sri Lanka series,0,
1336,"UK may face deadly attack ‘in just days’, says MI5 chief",0,
1338,"582,000 Rohingyas have crossed into Bangladesh, says UN",0,
1339,"Israel advances plans for 1,300 West Bank settler homes",0,
1340,Catalans rally against separatist leaders’ detention,0,
1341,"Wildfire toll hits 41 in Spain, Portugal; rain brings respite",0,
1342,IS loses emblematic Syria stronghold Raqa,0,
1343,"Taj Mahal is safe, claims UP chief minister",0,
1346,"China tries to reassure foreign companies, promises openness",0,
1347,Twin attacks kill 71 in Afghanistan,0,
1348,"Mexico, Canada poised to push back over US Nafta demands",0,
1350,Oil market nervous on Iraq-Kurdistan crisis,0,
1352,Reforms body seeks share for Fata from NFC,0,
1353,"Import duty on eatable, luxury items raised by up to 50pc",0,
1354,Neelum-Jhelum hydel project’s reservoir being filled with water,0,
1356,PIA considering selling off ‘missing’ Airbus,0,
1357,Punjab govt says crucial to keep JuD chief detained,0,
1358,PTI submits objections to new accountability law,0,
1360,"Bajwa back home after ‘quiet’ visit to Saudi Arabia, UAE",0,
1361,Serious rights concerns persist in Pakistan: EU,0,
1362,Four Excise officials held on graft charges,0,
1363,Fresh duties to cut import bill by up to $2bn,0,
1364,Disputed penalty on LNG terminal goes to arbitration,0,
1365,Borrowing for budgetary support goes up 27pc,0,
1366,‘Gwadar to become world’s most modern city’,0,
1367,US firm offers ‘coal to chemicals’ technology,0,
1368,Stocks turn red as support fund euphoria fizzles,0,
1369,Britain and EU clash over Brexit ‘time pressure’ claim,0,
1370,ECP reserves judgement in Gulalai disqualification case,0,
1371,Al Qaeda man’s death penalty commuted,0,
1374,Drone strikes in Pak-Afghan border region reflect changing moods in Washington,0,
1375,Sethi promises 4 PSL fixtures in Karachi in 'best-case scenario',0,
1376,2 security personnel killed in North Wazristan IED blast,0,
1377,"6 trends to rock at winter weddings right now, hot off PLBW's ramp",0,
1378,8 wounded in 'heaviest incident of shelling' by Indian troops across LoC,0,
1380,"Disqualification case: Tareen's insider trading harmless to other investors, SC told",0,
1381,"2018 elections will be held without utilising final census results, PBS tells Senate",0,
1382,Pakistanis among the worst paid cricketers in the world,0,
1383,Arrest warrants issued for 37 protesting students of Quaid-i-Azam University,0,
1385,25 Indian fishermen arrested by Pakistan's Maritime Security Agency,0,
1386,Pence praises swift response by Pak Army in rescuing American-Canadian family,0,
1387,US had planned Abbottabad-style raid to rescue American-Canadian family: NYT report,0,
1388,Zardari warns Nawaz against ‘confronting institutions’,0,
1389,Sri Lanka backs Pakistan bid to host Saarc summit: Foreign Office,0,
1390,TTP names successor to APS mastermind Umar Mansoor,0,
1391,Pakistan fortifies border with Afghanistan to reduce cross border attacks,0,
1393,New Delhi shuts coal-fired power plant ahead of Diwali smog,0,
1395,Govt told to give dengue testing kits to private labs,0,
1396,"PTI struggling to end status quo, claims Imran",0,
1399,"8 killed, 24 others wounded in blast targeting police vehicle in Quetta",0,
1400,Anwar Maqsood exhibits his paintings in Karachi,0,
1401,Back to the Afghan peace table,0,
1403,Provinces told to launch action against banned religious outfits,0,
1409,Hillary slams Trump's 'dangerous' war of words with North Korea,0,
1411,Imran Khan challenges arrest warrants issued by ECP in Islamabad High Court,0,
1413,"Mahira says she ""just knew"" Shoaib Mansoor wouldn't make his next film without her",0,
1414,Switzerland to share tax information on multinationals,0,
1415,Oldest winner of Olympic jumping retires,0,
1416,Pakistan lose five-goal thriller against Malaysia,0,
1417,PCB chief meets Sindh CM,0,
1418,Holding 2018 PSL games in Karachi depends  on security: Sethi,0,
1419,Devastating De Villiers leads Proteas to series triumph,0,
1420,Brazil’s former Olympic chief charged in 2016 Games bribes investigation,0,
1421,Shell opens its first electric vehicle charging points in Britain,0,
1422,Turkey says will not submit to US ‘impositions’ in visa crisis,0,
1423,"After Raqa, US mly advised to keep regional realities in mind",0,
1424,Fresh elections ‘a way out’ for Catalonia,0,
1426,Chinese president lays out vision for ‘new era’,0,
1427,"Iran to shred N-deal if US quits it, says Khamenei",0,
1428,First Saudi commercial flight jets to Baghdad after 27 years,0,
1429,Clinton slams Trump’s ‘dangerous’ war of words with N. Korea,0,
1430,‘UK firms to flee if no Brexit deal by Xmas’,0,
1431,Kenya vote chief says ‘difficult’ to have credible election,0,
1434,Four major generals promoted to lieutenant general,0,
1435,India’s tightened rules could hurt China imports,0,
1437,"Pakistan, US agree to build on improvement in ties",0,
1439,Young voters may decide outcome of 2018 polls,0,
1440,PTI asks Khursheed Shah to take notice of irregularities in road projects,0,
1441,Cabinet allows delimitation on basis of provisional census data,0,
1442,US seeks India’s help to ‘keep an eye’ on Pakistan,0,
1444,10 WTO members air concerns about Trump ‘Buy American’ order,0,
1445,More than 200 URLs blocked in Pakistan in three years: report,0,
1446,NAB prosecutor leaves for UK capital,0,
1447,Foreign direct investment jumped 56pc in July-Sept,0,
1448,Cotton production up 37pc,0,
1449,Arbitrators meet on LNG penalty issue,0,
1450,FBR admits inability to collect telecom data,0,
1451,India toughens gold import norms for export houses,0,
1452,"Earnings of DGKC, Engro Polymer rise",0,
1453,Late buying helps index stay green,0,
1454,NAB not meant for political revenge: chairman,0,
1455,North Korea is playing a longer game than US,0,
1456,"CM approves Rs6bn for improving 4,000 schools",0,
1457,"4,000 NGOs warned to renew registration or face cancellation",0,
1458,Labour newcomer Jacinda Ardern to become New Zealand PM,0,
1461,4 'militants' killed in drone strike near Pak-Afghan border,0,
1462,'What a brave nation': heroic bus driver hails SL cricketers on return to Pakistan after 2009 terror,0,
1463,Scandal-hit Nissan suspends production for Japan market,0,
1466,"Balochistan rocked by grenade attacks; 35 injured in Mastung, Gwadar",0,
1468,"Umar Khalid Khorasani, 9 associates confirmed killed by US drone strike",0,
1470,PM asks interior minister to address MQM-P grievances,0,
1471,Spain to push ahead with suspending Catalonia's autonomy,0,
1482,Dar vs the general,0,
1483,‘N’ lawyers body head appointed information commission chief,0,
1484,Rojda Felat — female commander who led Raqa battle,0,
1487,Warning for China as US hails India 'partnership',0,
1490,43 soldiers killed in Taliban attack on Afghan army camp in Kandahar,0,
1492,Barack Obama returns to the political arena,0,
1493,'Not my fault that I am Inzamam's nephew': Imam-ul-Haq,0,
1494,SHC orders immediate removal of officials reinstated after plea bargains with NAB,0,
1495,"Putin dials up anti-US rhetoric, keeps mum on re-election",0,
1496,"Brexit will leave UK ‘poorer and weaker’, says ex-MI6 chief",0,
1497,Putin says Russia favours a global nuclear ban,0,
1498,Palestinian unity govt must disarm Hamas: US,0,
1500,"Trump kicks issues to Congress, is ‘erratic negotiator’",0,
1503,Hafiz Saeed’s detention extended,0,
1505,Only one foreign beverage brand up to the mark,0,
1506,Senate body approves bill to amend Article 63A,0,
1510,"15,000 under five die from preventable illnesses each day: UN",0,
1513,Mawra Hocane bags role in the Jawani Phir Nahi Ani sequel!,0,
1514,Misbah concerned for Hafeez,0,
1518,Minister says Shahbaz should take over PML-N,0,
1519,Govt urged to speed up delimitation process,0,
1520,Hostage family held in Pakistan for five years: CIA,0,
1521,Pakistan sees improvement in ties with US,0,
1523,"Chelsea snatch draw as United, PSG, Barca stay perfect",0,
1524,Tug of war between ECP and PTI deepens,0,
1525,PTI hails Sharif’s indictment as ‘monumental’ day in judicial history,0,
1526,"Withdraw tax on widows and pensioners, Dar orders FBR",0,
1527,Conditions notified for availing export package,0,
1528,31 projects worth Rs360bn approved,0,
1529,Pakistan Oilfields earns Rs2.53bn,0,
1530,Iraq slams deal between Rosneft and Kurds,0,
1531,Stocks stage 825-point rally,0,
1532,Saudi needs Aramco billions as recession slows austerity drive,0,
1535,Pak Army team strikes gold in Exercise Cambrian Patrol competition,0,
1537,India welcomes Tillerson call for deeper ties to counter China,0,
1538,ECP issues notices to 352 dormant political parties,0,
1541,Kurdish forces clashes with Iraqi military after Kirkuk surrender,0,
1542,"At least 60 dead, 45 wounded in two separate attacks on mosques in Afghanistan",0,
1543,Shaan Shahid's Arth 2 trailer is out,0,
1544,"Man attacks people with knife in Poland shopping mall, injures 8",0,
1545,European business deals with Iran are safe: Tillerson,0,
1546,"Obama criticises 'politics of division', says it takes US '50 years back'",0,
1547,Medical students in limbo as US immigrant programme ends,0,
1550,Scaling Mount Kilimanjaro was a combined test of skill and endurance,0,
1551,10 chocolates from Aztec that prove that Karachi’s found its Willy Wonka,0,
1552,PPP Senator Farhatullah Babar resigns from defence committee,0,
1553,PPP seeks Senate discussion on Rs400bn 'irregularities' in CPEC projects,0,
1554,After Raqqa,0,
1556,May pleads EU for Brexit deal she can defend at home,0,
1558,"Study finds pollution is deadlier than war, disaster, hunger",0,
1559,"In pictures: Pakistan's Hindu community celebrates Diwali, the festival of lights",0,
1560,Fourth ODI: Pakistan cruise to comfortable 7-wicket win over Sri Lanka,0,
1561,"2 coal miners dead, 7 missing in Balochistan's Harnai",0,
1562,US drone strike targets al-Shabab after Somalia's 'deadliest attack',0,
1563,The struggle of Sindhi newspapers,0,
1565,"One suspected terrorist killed, seven arrested in Balochistan operations",0,
1566,12 killed in drone strike near Pak-Afghan border,0,
1567,D8 needs to evaluate challenges to meet trade and economic goals: Abbasi,0,
1568,Pakistani-American billionaire Shahid Khan says jealousy drives Trump's attacks on NFL,0,
1569,"Giroud lifts Arsenal, Lyon  beat Everton",0,
1570,Govt removes 300 officials as per SHC’s orders,0,
1572,"Three circus animals rescued, placed in zoo",0,
1573,"SHC calls for legislation to ban gutka, mainpuri permanently",0,
1576,Cook-it-yourself: Chicken patties,0,
1577,Indulge in the world of music,0,
1578,Did you know? facts!,0,
1579,Top Pakistan player reports bookie approach,0,
1581,SL Cricketers’ Association wants independent security assessment for Lahore T20,0,
1583,World Bank rates Pakistan among top private investment countries,0,
1585,Voters have right to elect defaulter or disqualified person: LHC chief justice,0,
1586,Poll law a nightmare for parties existing on paper only,0,
1587,LHC restores agriculture tax notice to PTI leader,0,
1588,New NAB chief slams Shahbaz Sharif over graft charges,0,
1590,PTI forms committee to pick candidates in Sindh,0,
1591,US promises to stay neutral in India’s conflict with other states,0,
1592,Current account deficit swelled 117pc in July-Sept,0,
1593,HBL profit drops 94pc after US penalty,0,
1594,PPP to resist sale of Pakistan Steel Mills land,0,
1595,Govt takes non-tariff steps to curb imports,0,
1596,SBP asks dealers to cut dollar price,0,
1597,Debt servicing shrinks by 10pc,0,
1598,"Security, economy interlinked: State Bank",0,
1602,Trump to allow release of Kennedy murder's classified files,0,
1605,Syrian troops recapture town recently taken by IS,0,
1606,Death toll in Quetta coal mine collapse rises to 7,0,
1607,15 Afghan army cadets killed in Kabul suicide attack,0,
1608,Saeed denies harassment allegations as Pakistan squad leaves for Brunei,0,
1609,Spanish cabinet meets to revoke self-government in Catalonia,0,
1612,Manipulated stocks,0,
1613,Watch Anushka Sharma and Virat Kohli exchange new age wedding vows in this bridal wear ad,0,
1616,Movie review: My Little Pony: The Movie,0,
1618,Everything you need to know about tonight's Hum Style Awards 2017,0,
1622,PIA flight delayed as refuelling vehicle collides with plane at Toronto airport,0,
1623,Did Equus' second run at Napa offer something new?,0,
1625,'It's a dream come true': Hasan Ali achieves childhood goal in becoming top bowler,0,
1628,Pakistan envoy to New Delhi meets Indian FM Sushma Swaraj: report,0,
1630,Williamson under ‘no illusions’ about India ahead of first ODI,0,
1631,"Low pay, no bonus: US retailers struggle with hiring",0,
1632,The upbeat bankers who privately fret about gutting their staffs,0,
1633,Zimbabwe spinners send WI packing for 219,0,
1634,"Pakistan bowling attack among world’s best, says Sarfraz",0,
1636,"Oil market improving, says Saudi oil minister",0,
1641,The history of Lahore’s Kakayzais,0,
1642,Sports Diary: Lankan tigers set to roar at Gaddafi,0,
1643,Bilawal addresses public meeting in Peshawar today,0,
1644,NON-FICTION: TRACKING BIN LADEN,0,
1646,India central bank says linking national ID number to bank accounts mandatory,0,
1647,Mohammad Irfan pleads for removal of name from ECL,0,
1648,China still on track to hit growth target despite winter smog war,0,
1649,Another rejoinder to Imran’s revised statement filed in SC,0,
1650,Govt listing priority projects to achieve goals,0,
1651,How effective is Karachi's disaster response mechanism?,0,
1652,No discussion on Jadhav in envoy-minister meeting: FO,0,
1653,"PTI moves ECP for scrutiny of PML-N, PPP funds",0,
1654,"Motorists, bikers from across country kick off rally",0,
1656,Modi’s party comes under fire for demanding cuts in film,0,
1657,Daniyal Aziz  disputes law definitions used in Panama verdict,0,
1658,A new game on the energy chessboard,0,
1659,PBC sees favouritism in extension of judges’ tenure,0,
1660,Balochistan Assembly vows not to surrender before terrorism,0,
1661,"Balochistan commander, CM discuss security",0,
1662,"Pakistan, Turkey agree to enhance trade ties",0,
1663,World Bank to give $425m for power sector,0,
1664,Education expenses up by 153pc in September,0,
1665,Turkish bank regulator dismisses ‘rumours’ of US fines,0,
1666,Aggressive local buying fuels bullish weekly close,0,
1667,"Sindh needs ‘change’ the most, says Imran",0,
1669,Shinzo Abe sweeps to a comfortable victory in Japan snap election,0,
1671,Red-armband army of 'volunteers' act as Xi's eyes and ears in Bejing,0,
1672,Abe eyes big win as Japan votes under N. Korea threats,0,
1678,Indonesia seeks answers from US as top general denied entry,0,
1679,Taliban strikes on Afghan bases a 'show of strength' against Trump,0,
1680,"US pushes Saudi Arabia, Iraq on united front to counter Iran's influence",0,
1681,"PTI, PML-N have polluted politics, claims Bilawal",0,
1682,"After Nawaz, it's Zardari's turn now to face accountability: Imran",0,
1684,Chinese Embassy warns Interior Ministry of possible 'threat' to ambassador,0,
1686,"Attack on MQM's Khawaja Izhar attempt to discredit police, LEAs: Sindh Rangers",0,
1688,IS caliphate's end 'in sight' after Raqa fall: Trump,0,
1689,"Tillerson lands in Riyadh at start of Gulf, South Asia tour",0,
1690,54 Egyptian police killed in ambush,0,
1691,Israel hits Syrian govt artillery,0,
1692,Shock as Mugabe named WHO ‘goodwill ambassador’,0,
1693,Journalist shot dead in India's UP,0,
1694,Pablo Neruda death probe finds cancer didn’t kill him,0,
